Arquivo,local,Local Solicitante,Documento,Data,Hora,Produto,Grupo,Qtd,UN,Val.Total,Peso_Produto_kg,Peso_Total_kg
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/039847,11/06/2025,16:52:49,"COMPRESSA DE GAZE 7,5CM X 7,5CM 13",,-1.2,PC,"592,737252","0,005","0,006"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/039847,11/06/2025,16:52:49,CURATIVO DE ESPUMA DE POLIURETANO,,-20.0,UN,"805,417637","0,008","0,160"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/039847,11/06/2025,16:52:49,CURATIVO NÃO ADERENTE COM,,-108.0,UN,"376,932409","0,008","0,864"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/039847,11/06/2025,16:52:49,ESPAÇADOR PARA INALADOR,,-25.0,UN,"271,498384","0,100","2,500"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/039847,11/06/2025,16:52:49,FITA CIRURGICA HIPOALERGENICA,,-12.0,RL,"110,032439","0,050","0,600"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/039847,11/06/2025,16:52:49,FRASCO COLETOR PARA FEZES COM,,-200.0,UN,"368,547834","0,050","10,000"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/039847,11/06/2025,16:52:49,SERINGA HIPODÉRMICA DESCARTÁVEL,,-1.5,UN,"304,131930","0,012","0,018"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/039847,11/06/2025,16:52:49,SONDA URETRAL Nº 10,,-600.0,UM,"257,941446","0,015","9,000"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/039847,11/06/2025,16:52:49,SONDA URETRAL Nº 12,,-940.0,UM,"401,215876","0,015","14,100"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/039847,11/06/2025,16:52:49,TENOXICAM PO LIOFILIZADO PARA 09.M.01.A,,-50.0,FA,"207,309819","0,100","5,000"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/039847,11/06/2025,16:52:49,TESTE RÁPIDO IMUNOCROMATOGRÁFICO,,-100.0,KT,"258,163907","0,100","10,000"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/039847,11/06/2025,16:52:49,TUBO PARA COLETA DE SANGUE SISTEMA,,-1.2,UM,"412,507884","0,010","0,012"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/039847,11/06/2025,16:52:49,TUBO PARA COLETA DE SANGUE SISTEMA,,-1.2,TB,"588,030084","0,010","0,012"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/039847,11/06/2025,16:52:49,PAPEL GRAU CIRURGICO 25CM X 100M,,-2.0,RL,"177,286668","1,000","2,000"
Distribuição Farmácia Central x CEAF Gama.pdf,5 - FARMACIA CENTRAL,5096 - NUDIME - GAMA -,5-25/031415,12/05/2025,15:20:15,ENOXAPARINA SODICA SOLUCAO 09.B.01.A,,-90.0,UN,"826,239554","0,150","13,500"
Distribuição Farmácia Central x CEAF Gama.pdf,5 - FARMACIA CENTRAL,5096 - NUDIME - GAMA -,5-25/035247,26/05/2025,14:25:56,ALFAEPOETINA SOLUÇAO INJETAVEL OU 09.B.03.,,-20.0,UN,"769,388854","0,100","2,000"
Distribuição Farmácia Central x CEAF Gama.pdf,5 - FARMACIA CENTRAL,5096 - NUDIME - GAMA -,5-25/039723,11/06/2025,12:39:13,ALFAEPOETINA SOLUÇAO INJETAVEL OU 09.B.03.,,-20.0,UN,"769,388854","0,100","2,000"
Distribuição Almoxarifado Central x HMIB.pdf,1 - ALMOXARIFADO CENTRAL,1005 - ALMOXARIFADO -,1-25/029225,05/05/2025,10:01:48,"COPO DESCARTÁVEL, CAPACIDADE MÍNIMA",,-200.0,CN,"303,353828","0,100","20,000"
Distribuição Almoxarifado Central x HMIB.pdf,1 - ALMOXARIFADO CENTRAL,1005 - ALMOXARIFADO -,1-25/029225,05/05/2025,10:01:48,"COPO DESCARTÁVEL, CAPACIDADE MÍNIMA",,-200.0,CN,"720,322934","0,100","20,000"
Distribuição Almoxarifado Central x HMIB.pdf,1 - ALMOXARIFADO CENTRAL,1005 - ALMOXARIFADO -,1-25/029225,05/05/2025,10:01:48,APARELHO PARA BARBEAR,,-300.0,UM,"231,726816","0,100","30,000"
Distribuição Almoxarifado Central x HMIB.pdf,1 - ALMOXARIFADO CENTRAL,1005 - ALMOXARIFADO -,1-25/029225,05/05/2025,10:01:48,TERMÔMETRO CLINICO DIGITAL,,-50.0,UN,"466,135020","0,030","1,500"
Distribuição Almoxarifado Central x HMIB.pdf,1 - ALMOXARIFADO CENTRAL,1005 - ALMOXARIFADO -,1-25/029225,05/05/2025,10:01:48,ESCOVA DEGERMANTE PARA ASSEPSIA -,,-288.0,UM,"410,774100","0,100","28,800"
Distribuição Almoxarifado Central x HMIB.pdf,1 - ALMOXARIFADO CENTRAL,1005 - ALMOXARIFADO -,1-25/031981,14/05/2025,09:18:07,"ABSORVENTE HIGIÊNICO, PÓS-PARTO",,-800.0,UN,"289,954232","0,100","80,000"
Distribuição Almoxarifado Central x HMIB.pdf,1 - ALMOXARIFADO CENTRAL,1005 - ALMOXARIFADO -,1-25/031981,14/05/2025,09:18:07,SAPATILHA DESCARTÁVEL,,-1.8,UN,"364,233060","0,050","0,090"
Distribuição Almoxarifado Central x HMIB.pdf,1 - ALMOXARIFADO CENTRAL,1005 - ALMOXARIFADO -,1-25/032429,15/05/2025,10:05:09,ELETRODO DESCARTÁVEL PEDIÁTRICO 3601,,-1.9,UN,"503,500000","0,005","0,009"
Distribuição Almoxarifado Central x HMIB.pdf,1 - ALMOXARIFADO CENTRAL,1005 - ALMOXARIFADO -,1-25/037725,04/06/2025,10:03:52,"CAIXA COLETORA, CAPACIDADE: 13 LITROS,",,-200.0,UA,"851,377650","0,100","20,000"
Distribuição Almoxarifado Central x HMIB.pdf,1 - ALMOXARIFADO CENTRAL,1005 - ALMOXARIFADO -,1-25/037725,04/06/2025,10:03:52,"ABSORVENTE HIGIÊNICO, PÓS-PARTO",,-800.0,UN,"290,994072","0,100","80,000"
Distribuição Almoxarifado Central x HMIB.pdf,1 - ALMOXARIFADO CENTRAL,1005 - ALMOXARIFADO -,1-25/037725,04/06/2025,10:03:52,ÁCIDOS GRAXOS ESSENCIAIS +,,-48.0,FR,"244,475786","0,100","4,800"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/030718,08/05/2025,15:18:02,"CAIXA COLETORA, CAPACIDADE 7 LITROS,",,-200.0,UA,"631,559276","0,100","20,000"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/030722,08/05/2025,15:19:39,ÁCIDOS GRAXOS ESSENCIAIS +,,-72.0,FR,"364,285727","0,100","7,200"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/034262,22/05/2025,10:01:35,"FRALDA DESCARTÁVEL, INFANTIL,",,-1.44,UN,"648,051984","0,040","0,058"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/034262,22/05/2025,10:01:35,"FRALDA DESCARTÁVEL, PARA RECÉM",,-960.0,UN,"518,165827","0,040","38,400"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/034262,22/05/2025,10:01:35,"FRALDA DESCARTÁVEL, ADULTO, TAMANHO",,-600.0,UN,"701,939988","0,040","24,000"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/034309,22/05/2025,10:55:39,GRAMPO PARA GRAMPEADOR 26/6,,-50.0,CX,"145,584456","0,100","5,000"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/034309,22/05/2025,10:55:39,LIVRO ATA 100 FOLHAS,,-25.0,UM,"230,800131","0,100","2,500"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/034309,22/05/2025,10:55:39,"CLIPE DE METAL, TAMANHO Nº 02",,-75.0,CX,"117,106739","0,100","7,500"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/034309,22/05/2025,10:55:39,"COPO DESCARTÁVEL, CAPACIDADE MÍNIMA",,-500.0,CN,"758,384570","0,100","50,000"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/034309,22/05/2025,10:55:39,"CLIPE DE METAL, TAMANHO Nº 06",,-75.0,CX,"154,717831","0,100","7,500"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/034309,22/05/2025,10:55:39,PASTA SANFONADA,,-12.0,UM,"179,938622","0,050","0,600"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/034309,22/05/2025,10:55:39,TESOURA PARA PAPEL 8 POLEGADAS,,-60.0,UM,"240,836605","0,100","6,000"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/034309,22/05/2025,10:55:39,TERMÔMETRO CLINICO DIGITAL,,-40.0,UN,"372,908016","0,030","1,200"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/034309,22/05/2025,10:55:39,"MANTA DE POLIPROPILENO, TAMANHO: 50 3601",,-500.0,FL,"221,064970","0,300","150,000"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/034309,22/05/2025,10:55:39,"MANTA DE POLIPROPILENO, TAMANHO: 75 3601",,-350.0,FL,"343,548096","0,300","105,000"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/034309,22/05/2025,10:55:39,"MANTA DE POLIPROPILENO, TAMANHO: 90 3601",,-600.0,FL,"932,870532","0,300","180,000"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/034309,22/05/2025,10:55:39,SACO DE HAMPER PARA COLETA DE,,-350.0,UM,"313,448758","0,100","35,000"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/034309,22/05/2025,10:55:39,CANETA ESFEROGRÁFICA COR AZUL,,-500.0,UN,"210,734740","0,010","5,000"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/034309,22/05/2025,10:55:39,CANETA ESFEROGRÁFICA COR VERMELHA,,-300.0,UN,"129,590955","0,010","3,000"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/034309,22/05/2025,10:55:39,CANETA ESFEROGRÁFICA COR PRETA,,-500.0,UN,"213,446010","0,010","5,000"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/034309,22/05/2025,10:55:39,"AÇÚCAR CRISTAL, 2 KG",,-60.0,PC,"375,489432","2,000","120,000"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/034309,22/05/2025,10:55:39,ETIQUETA ADESIVA TÉRMICA 50 X 25 MM,,-40.0,RL,"692,079771","0,100","4,000"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/034309,22/05/2025,10:55:39,PASTA SUSPENSA,,-250.0,UN,"378,530703","0,050","12,500"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/034309,22/05/2025,10:55:39,PERFURADOR PARA PAPEL,,-7.0,UN,"133,470641","0,100","0,700"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/034309,22/05/2025,10:55:39,"GELÉIA ECOGEL,APLICAÇÃO: MONITOR 3601",,-24.0,TB,"164,589712","0,050","1,200"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/034309,22/05/2025,10:55:39,FITA PARA AUTOCLAVE 3601,,-192.0,RL,"729,327469","0,050","9,600"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/041726,18/06/2025,13:29:24,RIBBON EM CERA 110 X 300 MM. 1703,,-10.0,UN,"160,000000","0,100","1,000"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/043085,25/06/2025,13:52:23,"FRALDA DESCARTÁVEL, PARA RECÉM",,-960.0,UN,"518,165827","0,040","38,400"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/043085,25/06/2025,13:52:23,"FRALDA DESCARTÁVEL, INFANTIL,",,-720.0,UN,"324,025992","0,040","28,800"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/043089,25/06/2025,13:57:27,SACO DE HAMPER PARA COLETA DE,,-1.0,UM,"895,567880","0,100","0,100"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/044326,30/06/2025,13:55:06,GRAMPO PARA GRAMPEADOR 26/6,,-40.0,CX,"116,467565","0,100","4,000"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/044326,30/06/2025,13:55:06,LIVRO ATA 100 FOLHAS,,-60.0,UM,"554,689187","0,100","6,000"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/044326,30/06/2025,13:55:06,"CLIPE DE METAL, TAMANHO Nº 02",,-75.0,CX,"117,106739","0,100","7,500"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/044326,30/06/2025,13:55:06,TESOURA PARA PAPEL 8 POLEGADAS,,-60.0,UM,"240,836605","0,100","6,000"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/044326,30/06/2025,13:55:06,"COPO DESCARTÁVEL, CAPACIDADE MÍNIMA",,-500.0,CN,"758,384570","0,100","50,000"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/044326,30/06/2025,13:55:06,"CAIXA COLETORA, CAPACIDADE 7 LITROS,",,-320.0,UA,"972,130390","0,100","32,000"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/044326,30/06/2025,13:55:06,"SACO PLÁSTICO, 0,06 MICRAS,",,-40.0,KG,"685,610709","0,100","4,000"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/044326,30/06/2025,13:55:06,"CLIPE DE METAL, TAMANHO Nº 06",,-100.0,CX,"206,290441","0,100","10,000"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/044326,30/06/2025,13:55:06,PASTA SANFONADA,,-14.0,UM,"209,960495","0,050","0,700"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/044326,30/06/2025,13:55:06,TERMÔMETRO CLINICO DIGITAL,,-40.0,UN,"383,724058","0,030","1,200"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/044326,30/06/2025,13:55:06,"MANTA DE POLIPROPILENO, TAMANHO: 50 3601",,-1.0,FL,"437,995940","0,300","0,300"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/044326,30/06/2025,13:55:06,"MANTA DE POLIPROPILENO, TAMANHO: 75 3601",,-350.0,FL,"341,232468","0,300","105,000"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/044326,30/06/2025,13:55:06,CANETA ESFEROGRÁFICA COR AZUL,,-400.0,UN,"168,587792","0,010","4,000"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/044326,30/06/2025,13:55:06,CANETA ESFEROGRÁFICA COR VERMELHA,,-250.0,UN,"107,992463","0,010","2,500"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/044326,30/06/2025,13:55:06,CANETA ESFEROGRÁFICA COR PRETA,,-450.0,UN,"192,101409","0,010","4,500"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/044326,30/06/2025,13:55:06,"AÇÚCAR CRISTAL, 2 KG",,-45.0,PC,"281,617074","2,000","90,000"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/044326,30/06/2025,13:55:06,ETIQUETA ADESIVA TÉRMICA 50 X 25 MM,,-27.0,RL,"467,153845","0,100","2,700"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/044326,30/06/2025,13:55:06,PASTA SUSPENSA,,-250.0,UN,"378,530703","0,050","12,500"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/044326,30/06/2025,13:55:06,PERFURADOR PARA PAPEL,,-7.0,UN,"133,470641","0,100","0,700"
Distribuição Almoxarifado Central x NUAL APS Sudoeste.pdf,1 - ALMOXARIFADO CENTRAL,106 - ALMOXARIFADO APS,1-25/044326,30/06/2025,13:55:06,FITA PARA AUTOCLAVE 3601,,-192.0,RL,"729,327469","0,050","9,600"
Distribuição Almoxarifado Central x HSVP.pdf,1 - ALMOXARIFADO CENTRAL,1008 - ALMOXARIFADO -,1-25/032065,14/05/2025,10:34:54,"ABSORVENTE HIGIÊNICO, PÓS-PARTO",,-800.0,UN,"289,954232","0,100","80,000"
Distribuição Almoxarifado Central x HSVP.pdf,1 - ALMOXARIFADO CENTRAL,1008 - ALMOXARIFADO -,1-25/036308,29/05/2025,14:55:49,PULSEIRA DE CLASSIFICAÇÃO NA COR,,-2.0,UN,"221,180320","0,100","0,200"
Distribuição Almoxarifado Central x HSVP.pdf,1 - ALMOXARIFADO CENTRAL,1008 - ALMOXARIFADO -,1-25/039429,10/06/2025,14:48:55,APARELHO PARA BARBEAR,,-300.0,UM,"198,075756","0,100","30,000"
Distribuição Almoxarifado Central x HSVP.pdf,1 - ALMOXARIFADO CENTRAL,1008 - ALMOXARIFADO -,1-25/039429,10/06/2025,14:48:55,"COPO DESCARTÁVEL, CAPACIDADE MÍNIMA",,-200.0,CN,"720,322934","0,100","20,000"
Distribuição Almoxarifado Central x HSVP.pdf,1 - ALMOXARIFADO CENTRAL,1008 - ALMOXARIFADO -,1-25/039429,10/06/2025,14:48:55,TESOURA PARA PAPEL 8 POLEGADAS,,-30.0,UM,"120,418302","0,100","3,000"
Distribuição Almoxarifado Central x HSVP.pdf,1 - ALMOXARIFADO CENTRAL,1008 - ALMOXARIFADO -,1-25/039429,10/06/2025,14:48:55,PASTA SANFONADA,,-20.0,UM,"299,897703","0,050","1,000"
Distribuição Almoxarifado Central x HSVP.pdf,1 - ALMOXARIFADO CENTRAL,1008 - ALMOXARIFADO -,1-25/039429,10/06/2025,14:48:55,"AÇÚCAR CRISTAL, 2 KG",,-30.0,PC,"187,744716","2,000","60,000"
Distribuição Almoxarifado Central x HSVP.pdf,1 - ALMOXARIFADO CENTRAL,1008 - ALMOXARIFADO -,1-25/039429,10/06/2025,14:48:55,CALCINHA DESCARTÁVEL,,-1.0,UN,"912,715940","0,050","0,050"
Distribuição Farmácia Central x HRL.pdf,5 - FARMACIA CENTRAL,5092 - FARMÁCIA - HRL,5-25/029303,05/05/2025,10:36:27,CARTÃO DE IDENTIFICAÇÃO E COLETA DE,,-300.0,UN,"153,029370","0,100","30,000"
Distribuição Farmácia Central x HRL.pdf,5 - FARMACIA CENTRAL,5092 - FARMÁCIA - HRL,5-25/030054,07/05/2025,08:33:28,COMPRESSA NEUROCIRÚRGICA 13MM X,,-30.0,EN,"825,900000","0,008","0,240"
Distribuição Farmácia Central x HRL.pdf,5 - FARMACIA CENTRAL,5092 - FARMÁCIA - HRL,5-25/030070,07/05/2025,09:17:01,TESTE RÁPIDO IMUNOCROMATOGRÁFICO,,-100.0,KT,"258,163907","0,100","10,000"
Distribuição Farmácia Central x HRL.pdf,5 - FARMACIA CENTRAL,5092 - FARMÁCIA - HRL,5-25/030112,07/05/2025,10:03:35,BOLSA PARA ESTOMIA ADULTO,,-50.0,UN,"790,416215","0,100","5,000"
Distribuição Farmácia Central x HRL.pdf,5 - FARMACIA CENTRAL,5092 - FARMÁCIA - HRL,5-25/030112,07/05/2025,10:03:35,BOLSA PARA ESTOMIA ADULTO OPACA 1,,-60.0,UN,"696,004685","0,100","6,000"
Distribuição Farmácia Central x HRL.pdf,5 - FARMACIA CENTRAL,5092 - FARMÁCIA - HRL,5-25/030112,07/05/2025,10:03:35,BOLSA PARA ESTOMIA ILEOSTOMIA,,-30.0,UN,"537,630219","0,100","3,000"
Distribuição Farmácia Central x HRL.pdf,5 - FARMACIA CENTRAL,5092 - FARMÁCIA - HRL,5-25/030761,08/05/2025,16:19:35,SONDA DE TROCA PARA GASTROSTOMIA,,-5.0,UN,"339,434360","0,015","0,075"
Distribuição Farmácia Central x HRL.pdf,5 - FARMACIA CENTRAL,5092 - FARMÁCIA - HRL,5-25/030983,09/05/2025,11:32:17,QUETIAPINA COMPRIMIDO 100MG 09.N.05.A,,-600.0,CP,"194,801538","0,001","0,600"
Distribuição Farmácia Central x HRL.pdf,5 - FARMACIA CENTRAL,5092 - FARMÁCIA - HRL,5-25/030983,09/05/2025,11:32:17,MORFINA (SULFATO) COMPRIMIDO 10MG 09.N.02.,,-500.0,CP,"245,001200","0,001","0,500"
Distribuição Farmácia Central x HRL.pdf,5 - FARMACIA CENTRAL,5092 - FARMÁCIA - HRL,5-25/031302,12/05/2025,11:18:22,"CONJUNTO PARA DETERMINAÇAO DE CK,",,-300.0,TE,"262,964928","0,100","30,000"
Distribuição Farmácia Central x HRL.pdf,5 - FARMACIA CENTRAL,5092 - FARMÁCIA - HRL,5-25/031302,12/05/2025,11:18:22,CONJUNTO PARA DETERMINAÇAO DE,,-800.0,TE,"499,648896","0,100","80,000"
Distribuição Farmácia Central x HRL.pdf,5 - FARMACIA CENTRAL,5092 - FARMÁCIA - HRL,5-25/031302,12/05/2025,11:18:22,CONJUNTO PARA DETERMINAÇAO DE,,-350.0,TE,"282,092849","0,100","35,000"
Distribuição Farmácia Central x HRL.pdf,5 - FARMACIA CENTRAL,5092 - FARMÁCIA - HRL,5-25/031797,13/05/2025,15:15:20,"PARAFUSO CORTICAL 3,5 MM",,-7.0,UN,"107,374195","0,100","0,700"
Distribuição Farmácia Central x HRL.pdf,5 - FARMACIA CENTRAL,5092 - FARMÁCIA - HRL,5-25/031797,13/05/2025,15:15:20,"PLACA 1/3 TUBULAR 3,5 / 5,0 MM",,-1.0,UN,"146,032161","0,100","0,100"
Distribuição Farmácia Central x HRL.pdf,5 - FARMACIA CENTRAL,5092 - FARMÁCIA - HRL,5-25/031800,13/05/2025,15:20:25,BROCA CIRÚRGICA REDONDA CORTANTE,,-1.0,UN,"790,000000","0,100","0,100"
Distribuição Farmácia Central x HRL.pdf,5 - FARMACIA CENTRAL,5092 - FARMÁCIA - HRL,5-25/031808,13/05/2025,15:25:53,"PLACA TIPO ´L´ 4,5/6,5MM DIREITA",,-1.0,UN,"325,714951","0,100","0,100"
Distribuição Farmácia Central x HRL.pdf,5 - FARMACIA CENTRAL,5092 - FARMÁCIA - HRL,5-25/031879,13/05/2025,16:22:20,"PARAFUSO CORTICAL 3,5 MM",,-8.0,UN,"122,713365","0,100","0,800"
Distribuição Farmácia Central x HRL.pdf,5 - FARMACIA CENTRAL,5092 - FARMÁCIA - HRL,5-25/031879,13/05/2025,16:22:20,"PLACA DCP RETA 3,5MM",,-2.0,UN,"355,423693","0,100","0,200"
